Id,saleprice
1461,126124.8474
1462,153750.1467
1463,183230.3674
1464,185136.7279
1465,194888.5331
1466,177195.5423
1467,179447.1061
1468,176096.7486
1469,180589.8775
1470,118662.0716
1471,187627.7242
1472,91163.53936
1473,95421.78923
1474,151322.7172
1475,136311.0999
1476,360131.1575
1477,258844.2625
1478,303435.2897
1479,282165.2523
1480,506235.6691
1481,300797.7246
1482,206413.8265
1483,175200.7514
1484,165676.2434
1485,170927.7835
1486,206949.7518
1487,302688.9748
1488,247598.5625
1489,205939.0711
1490,203070.2761
1491,184050.9125
1492,113986.5052
1493,170174.4489
1494,297591.2899
1495,309803.7357
1496,228575.788
1497,196907.5915
1498,154424.5417
1499,155669.6337
1500,163510.3345
1501,175876.8045
1502,152516.6837
1503,285400.6516
1504,232498.8266
1505,227660.0187
1506,184443.5579
1507,239044.0076
1508,200880.29
1509,167291.2044
1510,151353.0122
1511,151908.6123
1512,158515.0382
1513,140828.1524
1514,161745.1432
1515,184603.9868
1516,152172.1769
1517,146414.0352
1518,133952.6364
1519,208780.9885
1520,137671.8131
1521,144108.7821
1522,171058.714
1523,121464.497
1524,123495.1655
1525,130143.6234
1526,127874.4357
1527,110318.1924
1528,135153.3339
1529,145324.0581
1530,172723.5203
1531,125996.5501
1532,105376.9418
1533,136860.1113
1534,118297.9012
1535,147806.1739
1536,111384.8525
1537,94243.97542
1538,154102.8105
1539,205709.9197
1540,115735.7261
1541,142493.7245
1542,156930.5843
1543,192822.082
1544,85602.19162
1545,107665.5986
1546,124074.9959
1547,134623.9668
1548,132997.2659
1549,108830.2171
1550,158521.3826
1551,122920.1445
1552,133331.6592
1553,128453.1578
1554,108614.7201
1555,193777.7252
1556,139852.1274
1557,137335.3694
1558,109223.7464
1559,125283.0333
1560,157916.6474
1561,147607.4154
1562,128912.4712
1563,127286.2252
1564,155283.7462
1565,151379.4925
1566,230120.5339
1567,99825.89848
1568,229680.8904
1569,143390.1949
1570,121824.9571
1571,130780.5175
1572,140054.8233
1573,211751.6054
1574,128044.2746
1575,201818.4225
1576,222901.7652
1577,200256.4458
1578,157503.5148
1579,144402.9511
1580,195314.3456
1581,134518.2915
1582,129078.0474
1583,332087.3221
1584,241699.3703
1585,145535.2465
1586,79398.93676
1587,95035.60351
1588,143312.6309
1589,102570.1044
1590,130327.2434
1591,100669.1322
1592,139657.6528
1593,124065.3093
1594,142123.3444
1595,135438.0216
1596,247486.8886
1597,199780.5094
1598,187553.6225
1599,184117.2836
1600,182300.6419
1601,64142.98819
1602,113634.5815
1603,89487.29677
1604,273856.8461
1605,247904.8597
1606,168260.6217
1607,178261.1219
1608,208590.0626
1609,194952.6809
1610,167266.8887
1611,152236.8362
1612,159933.3509
1613,165110.9434
1614,124765.0154
1615,84806.98063
1616,80458.08758
1617,85466.51718
1618,130033.3656
1619,130175.525
1620,177913.5758
1621,144535.5816
1622,151190.3949
1623,254086.0367
1624,194610.4789
1625,128220.1471
1626,171704.0385
1627,191607.0704
1628,272089.4931
1629,178480.1171
1630,343523.3037
1631,232404.0789
1632,253927.1771
1633,169563.4077
1634,179272.1581
1635,178416.6718
1636,167912.2567
1637,188450.2564
1638,204750.4051
1639,188403.5353
1640,246075.1472
1641,199539.1169
1642,231169.0502
1643,233167.7047
1644,222088.4985
1645,190431.0889
1646,160960.5427
1647,166761.276
1648,142880.3312
1649,135082.0092
1650,115361.7049
1651,121208.6755
1652,91625.45153
1653,93287.82742
1654,154425.2544
1655,155841.8441
1656,148731.4181
1657,154553.1859
1658,149661.374
1659,146317.5411
1660,144675.9883
1661,443402.9276
1662,380719.7515
1663,379829.0009
1664,510310.5864
1665,326387.3067
1666,343085.6409
1667,338339.9966
1668,337657.4911
1669,305357.0219
1670,342408.3253
1671,266629.0661
1672,525838.9169
1673,308084.0458
1674,260798.184
1675,196568.5218
1676,195134.9507
1677,218226.2058
1678,492632.0203
1679,389755.3437
1680,321151.8637
1681,259353.6409
1682,301790.6012
1683,186725.1787
1684,174138.7509
1685,174518.3283
1686,168941.729
1687,166594.1034
1688,190204.388
1689,189817.1801
1690,185242.6276
1691,174285.8494
1692,247405.4851
1693,169056.6683
1694,185922.0071
1695,167887.4129
1696,267054.4848
1697,168690.0472
1698,352300.8183
1699,351210.0902
1700,254908.0948
1701,261937.8924
1702,260635.0023
1703,260280.6722
1704,302780.6038
1705,236034.1549
1706,474912.6188
1707,227362.6208
1708,225287.4461
1709,290179.0517
1710,228396.0771
1711,266905.057
1712,274095.3464
1713,273484.7511
1714,231644.4446
1715,204104.1593
1716,176305.6203
1717,164072.4907
1718,136460.8302
1719,200004.384
1720,254719.5928
1721,162802.8735
1722,126515.3244
1723,158337.4709
1724,210640.0991
1725,226751.3027
1726,184473.4599
1727,170858.4357
1728,183368.7111
1729,162842.0071
1730,174231.4789
1731,122666.677
1732,131508.2018
1733,131929.3525
1734,133439.8982
1735,132750.1331
1736,119849.3554
1737,349252.8771
1738,231779.2923
1739,288720.2893
1740,213222.4889
1741,190624.7937
1742,175297.1202
1743,179040.1136
1744,287037.9549
1745,226193.8525
1746,241454.9056
1747,217835.3132
1748,208055.2831
1749,165066.5637
1750,157706.6896
1751,229209.8334
1752,126255.8786
1753,145654.8533
1754,210501.0004
1755,168576.7833
1756,122402.2997
1757,122037.5639
1758,146693.2815
1759,163414.0932
1760,160865.1345
1761,162816.0916
1762,165781.2083
1763,164062.1233
1764,122500.8638
1765,165633.4684
1766,170775.5904
1767,182178.4503
1768,139131.5617
1769,168595.0813
1770,140627.1065
1771,139992.7383
1772,143652.2746
1773,137236.1548
1774,138505.0431
1775,133204.713
1776,126356.4815
1777,116449.0069
1778,128000.5288
1779,118254.1668
1780,172949.3588
1781,131409.4154
1782,91019.48873
1783,126141.8267
1784,92737.26783
1785,106301.2111
1786,139626.9733
1787,155609.5178
1788,66729.20579
1789,96596.7377
1790,80023.9827
1791,171064.7014
1792,154124.1202
1793,142931.2124
1794,144322.7463
1795,140615.5024
1796,125420.3538
1797,133399.7371
1798,119378.4036
1799,114070.9934
1800,131888.5646
1801,127084.8793
1802,154536.8713
1803,145263.6791
1804,138231.051
1805,134795.1048
1806,121009.4537
1807,134956.0888
1808,115766.6224
1809,118705.5846
1810,140894.1391
1811,110459.89
1812,108737.1983
1813,121084.0989
1814,93107.95624
1815,72048.31039
1816,92722.30227
1817,116447.8663
1818,119342.895
1819,114535.0134
1820,82950.53745
1821,116531.4058
1822,149721.6517
1823,64309.10828
1824,139067.0182
1825,145017.9053
1826,101062.5187
1827,111618.5489
1828,146084.8874
1829,117696.9021
1830,131184.7772
1831,153856.8853
1832,122017.7216
1833,149047.7384
1834,120437.2639
1835,149950.631
1836,138909.7564
1837,96533.23106
1838,128011.8325
1839,99118.29238
1840,166724.2477
1841,142663.7381
1842,96362.66317
1843,139603.2361
1844,134904.2314
1845,149938.0525
1846,146447.3289
1847,188735.4869
1848,85908.46853
1849,110470.3235
1850,118686.9479
1851,138345.5537
1852,124229.8106
1853,130462.9159
1854,159021.3898
1855,156023.9832
1856,217466.0374
1857,173893.2297
1858,157710.9085
1859,134483.0848
1860,158655.175
1861,134848.983
1862,293648.6341
1863,293648.6341
1864,293648.6341
1865,312934.7981
1866,317959.9905
1867,252805.823
1868,282477.2498
1869,203137.1707
1870,252857.6043
1871,246685.4673
1872,167685.5812
1873,224822.9652
1874,136829.7364
1875,203100.7538
1876,205237.518
1877,208652.2538
1878,209461.5227
1879,130970.1604
1880,135151.8951
1881,243897.8011
1882,242649.4753
1883,194769.7081
1884,218156.4195
1885,244767.9944
1886,267315.6601
1887,207185.0471
1888,285370.7048
1889,161430.0774
1890,122086.5984
1891,141443.3786
1892,109150.3788
1893,131072.5641
1894,128412.9528
1895,149894.7367
1896,120809.8652
1897,133633.3959
1898,116393.8383
1899,159687.8474
1900,154012.7792
1901,176008.0345
1902,161082.3781
1903,248560.7259
1904,146573.1902
1905,191982.3276
1906,174736.6358
1907,220132.5559
1908,126735.0937
1909,141180.5154
1910,132041.0121
1911,202381.3884
1912,283675.1812
1913,155225.2266
1914,65893.75292
1915,315102.9858
1916,72653.88103
1917,249221.937
1918,136788.9253
1919,161180.4457
1920,163848.8083
1921,393760.4364
1922,306136.2656
1923,210572.66
1924,219030.0716
1925,221265.1955
1926,360521.8642
1927,134932.3631
1928,168566.2469
1929,128657.4718
1930,137551.9407
1931,140335.9709
1932,141633.9722
1933,166627.9461
1934,184992.7046
1935,176264.3319
1936,190701.0298
1937,178074.7876
1938,172098.7242
1939,254867.9854
1940,194063.9692
1941,177732.496
1942,186409.8458
1943,191332.5631
1944,314370.935
1945,355000.6818
1946,172613.8453
1947,295381.0115
1948,181414.399
1949,220099.6935
1950,178713.8034
1951,243101.9681
1952,228452.7904
1953,167284.5758
1954,201644.3259
1955,152453.6022
1956,262650.4597
1957,177271.3802
1958,290111.5636
1959,140891.0031
1960,121237.2875
1961,120896.7255
1962,95576.15609
1963,101105.8074
1964,117462.0182
1965,148716.0885
1966,153888.83
1967,284608.8436
1968,437885.5075
1969,369367.1178
1970,426971.5738
1971,406576.5145
1972,357946.0156
1973,276116.2088
1974,321048.3057
1975,502587.448
1976,282169.3145
1977,337366.9612
1978,345659.273
1979,346242.3413
1980,195547.2551
1981,341049.2706
1982,218105.275
1983,208961.0551
1984,177425.0281
1985,212332.7266
1986,219448.8746
1987,177607.4911
1988,177833.1122
1989,188904.1196
1990,220448.2344
1991,218226.2058
1992,212881.2303
1993,173856.7822
1994,236208.6345
1995,182422.7612
1996,254613.9084
1997,318142.5142
1998,361924.9866
1999,259992.3722
2000,294149.9461
2001,282004.7457
2002,244558.9307
2003,268487.1915
2004,284284.1789
2005,229670.9436
2006,224104.5685
2007,251395.3339
2008,204543.9767
2009,187769.5446
2010,184864.2447
2011,143697.2369
2012,169015.9497
2013,175846.4288
2014,187351.6915
2015,191831.1382
2016,189404.394
2017,200655.0777
2018,123407.2595
2019,135092.6338
2020,131114.0335
2021,124324.0169
2022,189231.0096
2023,155020.0184
2024,237790.5522
2025,358304.9687
2026,181767.604
2027,161003.14
2028,159976.4331
2029,177069.5228
2030,272781.9053
2031,229255.7529
2032,266035.3462
2033,268070.6845
2034,167120.7064
2035,217021.8987
2036,192768.239
2037,199932.3209
2038,296668.8077
2039,207026.6421
2040,354238.3125
2041,267603.9126
2042,208305.1457
2043,173089.6309
2044,187602.5985
2045,203656.2852
2046,149382.8399
2047,149737.4062
2048,134700.5641
2049,137680.8354
2050,176508.7559
2051,106624.4193
2052,139921.3035
2053,143282.4454
2054,74051.78273
2055,154675.7475
2056,134077.6546
2057,129466.7426
2058,180439.7846
2059,144129.2062
2060,159092.3984
2061,173548.1668
2062,137074.3104
2063,111943.3917
2064,139238.3839
2065,129338.7945
2066,163981.2514
2067,139640.712
2068,136432.2937
2069,89555.47242
2070,106485.808
2071,85343.47126
2072,129346.1703
2073,136624.8732
2074,174425.3473
2075,143045.0622
2076,125705.8477
2077,146335.2843
2078,132231.5923
2079,135887.637
2080,117999.8581
2081,128979.6318
2082,139059.1032
2083,146750.1549
2084,110024.3147
2085,135037.1025
2086,124093.8252
2087,119808.4272
2088,116846.1477
2089,91225.66543
2090,124486.7311
2091,119832.0542
2092,128349.7762
2093,135213.9989
2094,123045.0195
2095,146737.2441
2096,90072.35208
2097,96925.0646
2098,143595.7655
2099,62879.44244
2100,118844.9805
2101,131294.8974
2102,134157.1156
2103,98650.22401
2104,129399.6635
2105,124043.2778
2106,88308.56018
2107,206274.1645
2108,110832.8866
2109,110495.781
2110,127605.9879
2111,157048.298
2112,148755.1815
2113,126588.9467
2114,113359.6918
2115,155021.7915
2116,116566.8018
2117,156118.8154
2118,127395.6177
2119,106654.0893
2120,112942.9714
2121,132943
2122,91234.69007
2123,96222.35472
2124,185540.0894
2125,131151.4165
2126,167956.1021
2127,142633.3868
2128,119469.3793
2129,98818.19024
2130,140428.5035
2131,167822.1621
2132,118090.8862
2133,117285.2978
2134,122087.3984
2135,94136.04628
2136,90661.66689
2137,120841.065
2138,136648.6412
2139,145894.8607
2140,135105.9035
2141,137947.9837
2142,135163.5645
2143,141877.6205
2144,131642.7279
2145,135501.3288
2146,143999.7106
2147,202417.9681
2148,136364.4152
2149,138813.3949
2150,227704.7572
2151,119183.5909
2152,162309.2679
2153,159107.6464
2154,116782.318
2155,118471.678
2156,229701.1779
2157,238225.2377
2158,227885.0098
