Id,saleprice
1461,121964.5341
1462,154108.6011
1463,184868.185
1464,186187.1369
1465,191308.0782
1466,178841.229
1467,178537.1725
1468,175798.8081
1469,183674.043
1470,129650.6863
1471,183823.9892
1472,97874.35355
1473,104786.5287
1474,152094.9153
1475,128433.9466
1476,356988.4108
1477,260604.0232
1478,295164.6689
1479,275221.7349
1480,500606.6263
1481,332491.3626
1482,212127.3322
1483,179678.1587
1484,165896.6194
1485,171835.744
1486,205744.72
1487,318765.8193
1488,246768.0508
1489,201069.0986
1490,215148.3265
1491,184685.9057
1492,117900.1576
1493,172652.4529
1494,299124.3262
1495,309069.0875
1496,231553.8958
1497,198956.6507
1498,153700.5054
1499,156690.6022
1500,162074.771
1501,179921.7483
1502,149091.5692
1503,280800.7382
1504,232600.2293
1505,227894.3269
1506,199135.4672
1507,256258.3281
1508,209948.1357
1509,164458.4871
1510,144020.9179
1511,145525.4814
1512,162539.3945
1513,151412.4593
1514,172512.6981
1515,184529.3141
1516,148759.9803
1517,147295.6386
1518,146768.1053
1519,200280.2395
1520,137287.1979
1521,138998.0326
1522,170089.7017
1523,123658.211
1524,126247.6419
1525,128508.0402
1526,128348.5982
1527,109051.4023
1528,134944.6259
1529,142211.4593
1530,170716.4921
1531,131240.8514
1532,106382.8616
1533,142375.307
1534,119896.1207
1535,145752.993
1536,116528.9481
1537,89455.83658
1538,151422.3771
1539,178801.9401
1540,124297.8322
1541,143843.025
1542,150285.5183
1543,196410.6705
1544,88089.79848
1545,110342.0064
1546,126274.5996
1547,129780.4391
1548,130847.0885
1549,109196.2604
1550,149270.4986
1551,124759.0433
1552,138985.6158
1553,130198.4842
1554,104243.5933
1555,188759.4164
1556,132271.0002
1557,137238.7983
1558,99129.74334
1559,128001.0513
1560,147196.4437
1561,165613.7294
1562,129765.9866
1563,129313.7374
1564,153983.0778
1565,147182.842
1566,214369.5959
1567,96223.16882
1568,218682.5531
1569,147648.8593
1570,125427.2716
1571,114961.2608
1572,143906.3646
1573,216964.9878
1574,141764.4381
1575,203499.7469
1576,204110.8119
1577,195731.418
1578,151603.9012
1579,144228.9132
1580,193541.2028
1581,141773.8312
1582,130623.5859
1583,344809.4758
1584,233530.7656
1585,140089.672
1586,81318.63219
1587,94998.93912
1588,144420.5619
1589,105417.5088
1590,131336.146
1591,99395.01498
1592,139748.2561
1593,125876.0538
1594,154459.4221
1595,136495.1644
1596,254195.677
1597,209792.1407
1598,176746.4312
1599,170112.1304
1600,174087.362
1601,64128.8412
1602,117628.3769
1603,96410.20098
1604,274410.9575
1605,228508.8551
1606,168698.0199
1607,202945.7352
1608,211701.0325
1609,189343.1368
1610,165668.4772
1611,150024.3635
1612,164718.3208
1613,168953.7399
1614,126750.5414
1615,88250.10027
1616,86916.20886
1617,91683.38412
1618,127664.9992
1619,132676.9259
1620,194571.6903
1621,140906.4746
1622,149318.0376
1623,266921.9288
1624,194424.9303
1625,125090.6099
1626,170103.5508
1627,189356.4854
1628,260369.2947
1629,173348.4704
1630,378330.9171
1631,223887.0447
1632,257808.8566
1633,168432.3598
1634,187132.2117
1635,179814.2528
1636,166466.1967
1637,200082.4753
1638,194718.4106
1639,196017.077
1640,248116.1077
1641,187185.362
1642,230820.2853
1643,231465.6119
1644,227371.776
1645,200275.9396
1646,165257.1085
1647,161126.0226
1648,140669.2308
1649,136862.2351
1650,125430.4177
1651,119661.4723
1652,96485.47971
1653,98020.55831
1654,155459.2129
1655,154204.7492
1656,151130.6905
1657,155974.9092
1658,151441.0143
1659,139411.5643
1660,145719.4519
1661,464335.7975
1662,382623.8102
1663,392162.4056
1664,498244.4797
1665,312331.5377
1666,323780.3905
1667,358251.7892
1668,329923.2457
1669,288343.7004
1670,339435.6791
1671,271803.2943
1672,504422.5056
1673,305487.0968
1674,257308.629
1675,194301.6021
1676,197377.3165
1677,217424.1339
1678,483653.129
1679,396880.1141
1680,326573.6996
1681,235283.2494
1682,297202.0332
1683,181842.7761
1684,173564.0859
1685,174700.6973
1686,170750.4272
1687,165645.0412
1688,188492.4515
1689,185980.1382
1690,183573.5084
1691,172846.4078
1692,236090.3378
1693,168148.3293
1694,184354.495
